Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
D2G01203410;GR.REC.INCAM M400 F.C. H1100;;535,39;;;;
D2G01203411;STGR.RECIPIENTE INCAMICIATO;;535,39;;;;
D2G01203510;GR.REC.INCL.LAVAGGIO M500;;421,18;;;;
D2G01203511;STGR.REC.INCAMICIATO;;421,18;;;;
D2G0120351C;LISTA CORREDO;;,00;;;;
D2G01203610;GR.REC.M300 F.C.GUARNIZ+TELAIO;;415,59;;;;
D2G01203611;STGR.PRINCIPALE;;415,59;;;;
D2G01203710;GR.REC.M400 F.C.GUARNIZ+TELAIO;;365,36;;;;
D2G01203711;STGR.RECIPIENTE INCAMICIATO;;365,36;;;;
D2G01203810;GR.REC.M150 TURBINA;;263,16;;;;
D2G01203811;STGR.PRINCIPALE;;263,16;;;;
D2G01203910;GR.REC. F. INCLINATO M150;;263,09;;;;
D2G01203911;STGR.PRINCIPALE;;263,09;;;;
D2G0120391C;LISTA CORREDO GRUPPO;;,00;;;;
D2G0120391R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2G01204010;GR.REC.RISCALDATO CON.16L;;22,95;;;;
D2G01204011;STGR.PRINCIPALE;;22,95;;;;
D2G01204110;GR.REC.RISCALDATO CON.20L;;22,95;;;;
D2G01204111;STGR.PRINCIPALE;;22,95;;;;
D2G01204210;GR.REC.M30 F.C. TURBO DEC.;;31,16;;;;
D2G01204211;STGR.PRINCIPALE;;31,16;;;;
D2G01204310;GR.RECIPIENTE M50 F.C. PALLET.;;325,55;;;;
D2G01204311;STGR.PRINCIPALE;;325,55;;;;
D2G01204410;GR.REC. M100 F.C. PALLET.;;333,06;;;;
D2G01204411;STGR.PRINCIPALE;;333,06;;;;
D2G70000000;RAGGR.RUBINETTI;;,00;;;;
D2G70100000;FAM.RUBINETTI;;,00;;;;
D2G70100110;GR.RUBINETTO;;39,18;;;;
D2G70100111;STGR.RUBINETTO;;39,18;;;;
D2G7010011C;LISTA CORREDO;;,00;;;;
D2G7010011R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2G70100210;GR.RUBINETTO 2�              *;;28,80;;;;
D2G70100211;STGR.RUBINETTO;;28,80;;;;
D2G7010021C;LISTA CORREDO CONSIGLIATA;;,00;;;;
D2G70100310;GR.SCARICO PROD.1 � REC.FC.;;81,24;;;;
D2G70100311;STGR.SCARICO PROD.1 � REC.FC.;;81,24;;;;
D2G7010031C;LISTA CORREDO CONSIGLIATO;;,00;;;;
D2G70100410;GR.SCAR.PROD.1 � REC.FC.L.;;77,81;;;;
D2G70100411;STGR.SCARICO PROD.1 � REC.FC.;;77,81;;;;
D2G7010041C;LISTA CORREDO;;,00;;;;
D2G7010041R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2G70100510;GR.SCAR.PROD.CENTRALE 2��;;87,36;;;;
D2G70100511;STGR.SCAR.PROD.CENTRALE 2;;87,36;;;;
D2G70100610;GR.SCAR.PROD.1� REC.FC 100-200;;81,54;;;;
D2G70100611;STGR.SCARICO PROD.1 � REC.FC.;;81,54;;;;
D2G70100710;GR.SCAR.PRD.TC1.5/SMS51 REC.FC;;48,89;;;;
D2G70100711;STGR.SCAR.PRD.TC1.5/SMS51 FC;;48,89;;;;
D2G70100810;"GR.SCAR.PROD.CENTRALE 2"" L 930";;107,16;;;;
D2G70100811;STGR.SCAR.PROD.CENTRALE 2;;107,16;;;;
D2G70100910;"GR.SCAR. CENTRALE 1""1/2 L 930";;85,97;;;;
D2G70100911;STGR.SCARICO PROD.1 � REC.FC.;;85,97;;;;
D2G7010091C;LISTA CORREDO;;,00;;;;
D2G70101010;GR.RUBINETTO 2�1/2;;70,20;;;;
D2G70101011;STGR.RUBINETTO;;70,20;;;;
D2G7010101C;LISTA CORREDO;;,00;;;;
D2G70101110;"GR.SCAR. CENTRALE 1""1/2 L 730";;77,81;;;;
D2G70101111;STGR.SCARICO PROD.1 � REC.FC.;;77,81;;;;
D2G7010111C;LISTA CORREDO CONSIGLIATO;;,00;;;;
D2G7010111R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2G70101210;"GR.SCAR.PROD.CENTRALE 2"" L 730";;98,47;;;;
D2G70101211;STGR.SCAR.PROD.CENTRALE 2;;98,47;;;;
D2G7010121C;LISTA CORREDO;;,00;;;;
D2G70101310;GR.SCAR.PROD.CENT.DIN DN 65 +;;81,89;;;;
D2G70101311;STGR.SCAR.PROD.CENT.DIN DN 65;;81,89;;;;
D2G70101410;"GR.RUBINETTO 2""";;53,10;;;;
D2G70101411;STGR.RUBINETTO;;53,10;;;;
D2G7010141C;LISTA CORREDO GRUPPO;;,00;;;;
D2G70101510;"GR.CARICO PROD. 1 1/2"" L700";;30,15;;;;
D2G70101511;"STGR. TUBO ALIM.1 1/2"" L700";;30,15;;;;
D2G7010151C;LISTA CORREDO;;,00;;;;
D2G70101610;GR.SCAR.1 � REC.FC.L.574 10�;;81,24;;;;
D2G70101611;STGR.SC. PROD.1 � REC.FC. 10�;;81,24;;;;
D2G7010161C;LISTA CORREDO;;,00;;;;
D2G70101710;GR.SCAR.PROD.1� M10-30;;80,02;;;;
D2G70101711;STGR.SCARICO 1 � M10-30 FC.;;80,02;;;;
D2G7010171C;LISTA CORREDO GRUPPO;;,00;;;;
D2G70101810;GR.SCAR.1 � REC.FC.L.574 25�;;82,76;;;;
D2G70101811;STGR.SC. PROD.1 � REC.FC. 25�;;82,76;;;;
D2G70101910;"GR.CARICO PROD. 1 1/2"" L600";;30,15;;;;
D2G70101911;STGR. TUBO ALIM.;;30,15;;;;
D2G70102010;"GR.SCAR.PROD.CENTR.2""1/2 L 575";;98,55;;;;
D2G70102011;"STGR.SCAR.PROD.CENTRALE 2""1/2";;98,55;;;;
D2G7010201C;LISTA CORREDO;;,00;;;;
D2G73000000;RAGGR.COPERTURE;;,00;;;;
D2G73100000;FAM.COPERTURE APRIBILE;;2 673,08;;;;
D2G73100110;GR.LIBERO;;,00;;;;
D2G73100210;GR.LIBERO;;,00;;;;
D2G73100310;GR.LIBERO;;,00;;;;
D2G73100410;GR.COPERCHIO 2 PARTI M50;;,00;;;;
D2G73100510;GR.COP.APRIBILE 3 PARI M100;;,00;;;;
D2G73100610;GR.COP.APRIBILE 3 PARTI M200;;,00;;;;
D2G73100710;GR.COP.APRIBILE 3 PARTI M300;;45,79;;;;
D2G73100711;STGR.COP.APRIBILE 3 PARTI M300;;45,79;;;;
D2G73100810;GR.COP.APRIBILE 3 PARTI M500;;,00;;;;
D2G73100910;GR.COP.APRIBILE 3 PARTI M300;;,00;;;;
D2G73101010;GR.LIBERO;;,00;;;;
D2G73101110;GR.COP.APRIBILE 3 PARTI M100;;,00;;;;
D2G73101210;GR.COP.SFIL.CON PONTE AG.M20 *;;,00;;;;
D2G73101211;STGR.COPERCHIO FISSO;;,61;;;;
D2G73101220;GR.COP.SFIL.CON PONTE AG.M20;;17,73;;;;
D2G73101221;STGR.COPERCHIO FISSO;;12,41;;;;
D2G73101222;STGR.COPERCHIO APRIBILE;;5,32;;;;
D2G73101310;GR.COP.SFIL.CON PONTE AG.M30 *;;6,04;;;;
D2G73101312;STGR.COPERCHIO APRIBILE;;5,42;;;;
D2G73101320;GR.COP.SFIL.CON PONTE AG.M30;;17,39;;;;
D2G73101321;STGR.COPERCHIO FISSO;;12,41;;;;
D2G73101322;STGR.COPERCHIO APRIBILE;;4,97;;;;
D2G73101410;GR.COP.SFIL.CON PONTE AG.M15;;5,71;;;;
D2G73101411;STGR.COPERCHIO FISSO;;,61;;;;
D2G73101412;STGR.COPERCHIO APRIBILE;;5,09;;;;
D2G73101420;GR.COP.SFIL.CON PONTE AG.M15;;17,39;;;;
D2G73101421;STGR.COPERCHIO FISSO;;12,41;;;;
D2G73101422;STGR.COPERCHIO APRIBILE;;4,97;;;;
D2G73101510;GR.COP.SFIL.CON PONTE AG.M5  *;;,00;;;;
D2G73101520;GR.COP.SFIL.CON PONTE AG.M50;;18,78;;;;
D2G73101521;STGR.COPERCHIO FISSO;;12,41;;;;
D2G73101522;STGR.COPERCHIO APRIBILE;;6,37;;;;
D2G73101610;GR.COP.APRIBILE 3 PARI M100;;10,94;;;;
D2G73101611;STGR.COP.APRIBILE  M100;;10,94;;;;
D2G7310161C;LISTA CORREDO GRUPPO;;,00;;;;
D2G73101710;GR.COP.APRIBILE 3 PARTI M400;;11,37;;;;
D2G73101711;STGR.COP.APRIBILE 3 PARTI M400;;11,37;;;;
D2G73101810;GR.COP.APRIBILE 3 PARTI M200 *;;13,59;;;;
D2G73101811;STGR.COP.APRIBILE 3 PARTI M200;;13,59;;;;
D2G73101820;GR.COP.APRIBILE 3 PARTI M200;;13,59;;;;
D2G73101821;STGR.COP.APRIBILE 3 PARTI M200;;13,59;;;;
D2G7310182C;LISTA CORREDO GRUPPO;;,00;;;;
D2G73101910;GR.COP.APRIBILE 3 PARTI M500                               *;;11,95;;;;
D2G73101911;STGR.COP.APRIBILE 3 PARTI M500;;11,95;;;;
D2G73101920;GR.COP.APRIB. 3P. M500 NEW MIC *;;21,08;;;;
D2G73101921;STGR.COP.APRIBILE 3 PARTI M500;;21,08;;;;
D2G7310192C;LISTA CORREDO;;,00;;;;
D2G73101930;GR.COP.APRIB.3P. M500 NEW MIC;;14,71;;;;
D2G73101931;STGR.COP.APRIBILE 3 PARTI M500;;14,71;;;;
D2G73102010;GR.LIBERO;;,00;;;;
D2G73102110;GR.COP.APR.3 PARTI M600 A.V.;;11,95;;;;
D2G73102111;STGR.COP.APRIBILE 3 PARTI M600;;11,95;;;;
D2G73102210;GR.COP.APRIB.1 INGRESSO;;49,37;;;;
D2G73102211;STGR.COP.APRIBILE 3 PARTI M300;;49,37;;;;
D2G73102310;GR.COP.M1000 SHAMPOO;;305,98;;;;
D2G73102311;STGR.COP.APR 3 PRT M1000 2 LAV;;305,98;;;;
D2G73102410;GR.COP.APRIBILE 3 PARTI M300;;14,57;;;;
D2G73102411;STGR.COP.APRIBILE 3 PARTI M300;;14,57;;;;
D2G73102510;GR.COP.APR.2PARTI+GRIGLIA M400;;172,80;;;;
D2G73102511;STGR.COP.APR.2PARTI+GRIG.M400;;172,80;;;;
D2G73102610;GR.COP.APRIBILE AG.VELOCE M200;;13,04;;;;
D2G73102611;STGR.COP.APRIBILE 3 PARTI M200;;13,04;;;;
D2G73102710;GR.COP.APR.3PARTI+GRIGLIA M400;;52,77;;;;
D2G73102711;STGR.COP.APRIBILE 3 PARTI M400;;52,77;;;;
D2G73102810;GR.COP.APRI.3PARTI SPEC;;148,16;;;;
D2G73102811;STGR. COP. M100 SPEC D2190020;;148,16;;;;
D2G73102910;GR.COP.APRIBILE 3 PARTI M600;;52,77;;;;
D2G73102911;STGR.COP.APRIBILE 3 PARTI M600;;52,77;;;;
D2G73103010;GR.COPERCHIO M300 AG.VELOCE;;14,57;;;;
D2G73103011;STGR.COP.APRIBILE;;14,57;;;;
D2G73103110;GR.COP.FLEX-MELTER100/150    *;;145,74;;;;
D2G73103111;STGR.COPERCHIO;;145,74;;;;
D2G73103120;GR.COP.FLEX-MELTER100/150;;149,94;;;;
D2G73103121;STGR.COPERCHIO;;149,94;;;;
D2G73103210;GR.COP.APRIBILE 3 PARTI M2000;;137,82;;;;
D2G73103211;STGR.COPERCHIO APRIBILE 3PARTI;;137,82;;;;
D2G7310321C;LISTA CORREDO;;,00;;;;
D2G7310321R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2G73103310;GR.COP.APRIBILE 3 PARTI M1000;;12,56;;;;
D2G73103311;STGR.COPERCHIO APRIBILE 3PARTI;;12,56;;;;
D2G7310331C;LISTA CORREDO CONSIGLIATO;;,00;;;;
D2G73103410;GR.COP.APRIBILE 3PARTI M1000 +;;160,07;;;;
D2G73103411;STGR.PRINCIPALE;;160,07;;;;
D2G7310341C;LISTA CORREDO;;,00;;;;
D2G73103510;GR.COP.APRIBILE 3 PARTI M300;;23,76;;;;
D2G73103511;STGR.COP.APRIBILE 3 PARTI M300;;23,76;;;;
D2G73103610;GR.COPERCHIO APRIBILE M1000 +;;121,14;;;;
D2G73103611;STGR.PRINCIPALE;;121,14;;;;
D2G73103710;GR.COP.APRIBILE 3 PARTI M800;;75,00;;;;
D2G73103711;STGR.COP.APRIBILE 3 PARTI M800;;75,00;;;;
D2G73103810;GR.COP.APR.3PARTI+GRIGLIA M300;;53,74;;;;
D2G73103811;STGR.COP.APR.3PRT+GRIGLIA M300;;53,74;;;;
D2G73103910;GR.COP.APR.2PARTI+GRIGLIA M150;;43,70;;;;
D2G73103911;STGR.COP.APRIBILE + GRIGLIA;;43,70;;;;
D2G73104010;GR.COP.3PARTI+GRIGLIA M1000  *;;44,47;;;;
D2G73104011;STGR.PRINCIPALE;;44,47;;;;
D2G73104020;GR.COP.3PARTI GRIGLIA M1000;;38,55;;;;
D2G73104021;STGR.PRINCIPALE;;38,55;;;;
D2G7310402C;LISTA CORREDO;;,00;;;;
D2G73104110;GR.COP.APR.INGR.1 1/2 M500;;,00;;;;
D2G73104210;"GR.COP.IN1 1/2""+GRIGLIA M500 *";;66,89;;;;
D2G73104211;STGR.COPOERCHIO;;66,89;;;;
D2G73104220;"GR.COP.IN1 1/2""GRIGLIA M500";;47,81;;;;
D2G73104221;STGR.COPERCHIO;;47,81;;;;
D2G7310422C;LISTA CORREDO GRUPPO;;,00;;;;
D2G73104310;"GR.COP.2AG.IN1 1/2""GRIGL M500";;48,43;;;;
D2G73104311;STGR.COPERCHIO 500 GRIGL.2AG;;48,43;;;;
D2G7310431R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2G73104410;GR.COPERCHIO 2 PARTI M300 DEC.;;10,68;;;;
D2G73104411;STGR.COPERCHIO 2 PRT.M300 DEC;;10,68;;;;
D2G73104510;GR.COP.APR. 3 PARTI M1500-2000;;61,04;;;;
D2G73104511;STGR.COP.APRIB.3PARTI+GRIGLIA;;61,04;;;;
D2G73104610;GR.COP.SFIL.CON PONTE AG.M25;;17,39;;;;
D2G73104611;STGR.COPERCHIO APRIBILE;;4,97;;;;
D2G73104710;GR.COPERCHIO 2 PARTI M50 DEC.;;127,36;;;;
D2G73104711;STGR.COPERCHIO 2 PARTI M50;;127,36;;;;
D2G7310471C;LISTA CORREDO;;,00;;;;
D2G7310471R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2G73104810;GR.COP.APRIBILE 3 PARTI M400+;;51,07;;;;
D2G73104811;STGR.COPERCHIO;;51,07;;;;
D2G73104910;GR.COPERCHIO LAVAG.GANCI M500;;36,67;;;;
D2G73104911;STGR.PRINCIPALE;;36,67;;;;
D2G73105010;GR.COP.3PARTI GRIGLIA M1000;;32,74;;;;
D2G73105011;STGR.PRINCIPALE;;32,74;;;;
D2G7310501C;LISTA CORREDO GRUPPO;;,00;;;;
D2G73105110;GR.COP.2PART.M300+GRIGLIA+LAV;;32,32;;;;
D2G73105111;STGR.COP.APR.3PRT+GRIGLIA M300;;32,32;;;;
D2G73105210;GR.COPERCHIO 2 PARTI M150 DEC.;;17,47;;;;
D2G73105211;STGR.COP.APRIBILE  M100-150;;17,47;;;;
D2G73105310;GR.COPERC.PONTE+GRIGL.M30;;26,06;;;;
D2G73105311;STGR.GRIGLIA M30;;13,64;;;;
D2G73105312;STGR.COPERCHIO M30;;,00;;;;
D2G73105410;GR.COP. A.VEL + 1 1/2' M500;;27,83;;;;
D2G73105411;STGR.COP.APRIBILE 3 PARTI M500;;27,83;;;;
D2G7310541C;LISTA CORREDO;;,00;;;;
D2G73105510;GR.COP.3P.GRIGLIA M1000 NO UT.;;18,55;;;;
D2G73105511;STGR.PRINCIPALE;;18,55;;;;
D2M00000000;LISTA FAM.MACC.BASE D2;;,00;;;;
D2M10000000;RAGGR. RECIPIENTE INCAMICIATO;;,00;;;;
D2M10100000;FAM.RECIPIENTI INCAMICIATI;;,00;;;;
D2M10100110;GR.BASAMENTO M10/A/30        *;;172,54;;;;
D2M10100111;STGR.BANCHINO;;172,54;;;;
D2M10100120;GR.BASAMENTO M10/A/30;;172,54;;;;
D2M10100121;STGR.BANCHINO;;172,54;;;;
D2M10100210;GR.BASAMENTO FM100;;371,17;;;;
D2M10100211;STGR.BASAMENTO FM100;;371,17;;;;
D2M10100212;STGR.RECIPIENTE;;58,49;;;;
D2M10100310;GR.REC.VAP.CAM.BUGNATA M800;;326,89;;;;
D2M10100311;STGR.REC.INCAM MELTER 600 F.C;;68,01;;;;
D2M10100312;STGR.PRINCIPALE;;258,88;;;;
D2M1010031C;LISTA CORREDO CONSIGLIATA;;,00;;;;
D2M10100410;GR.BASAMENTO M30 TURBO INCL.;;172,54;;;;
D2M10100411;STGR.BANCHINO M30 TURBO;;172,54;;;;
D2M10103020;GR.RECIPIENTE INCAMICIATO M100;;,00;;;;
D2M10103021;STGR.PRINCIPALE;;,00;;;;
D2M10103410;GR.RECIPIENTE M20   *;;,00;;;;
D2M10103412;STGR.BANCHINO;;172,54;;;;
D2M10103413;STGR.STAFFE MANIGLIA;;53,25;;;;
D2M10103420;GR.RECIPIENTE M20;;201,53;;;;
D2M10103421;STGR.PRINCIPALE;;28,99;;;;
D2M10103511;STGR.PRINCIPALE;;60,88;;;;
D2M10103611;STGR.PRINCIPALE;;,00;;;;
D2M10104110;GR.RECIPIENTE INCAM. M50;;269,79;;;;
D2M10104111;STGR.PRINCIPALE;;216,04;;;;
D2M10104112;STGR.STAFFE MANIGLIA;;53,75;;;;
D2M10104210;GR.REC.INCAM. M30;;,00;;;;
D2M10104310;GR.RECIPIENTE INCAMICIATO M400;;121,69;;;;
D2M10104311;STGR.PRINCIPALE;;67,94;;;;
D2M10104312;STGR.STAFFE MANIGLIA;;53,75;;;;
D2M10104410;GR.RECIP.INCAMIC. M200;;218,44;;;;
D2M10104411;STGR.PRINCIPALE;;218,44;;;;
D2M10104510;GR.REC.INCAM. M500 SERPENTINA;;174,67;;;;
D2M10104511;STGR.REC.INCAM.M500 SERPENTINA;;120,92;;;;
D2M10104610;GR.REC.INCAM. M600 SERPENTINA;;178,59;;;;
D2M10104611;STGR.REC.INCAM.M600 SERPENTINA;;124,84;;;;
D2M10104710;GR.REC.INCAM. M150;;233,39;;;;
D2M10104711;STGR.PRINCIPALE;;179,64;;;;
D2M10104720;GR.REC.INCAM. M150;;233,39;;;;
D2M10104721;STGR.PRINCIPALE;;179,64;;;;
D2M10104810;GR.REC.INCAMIC.M300 FC;;78,30;;;;
D2M10104811;STGR.PRINCIPALE;;78,30;;;;
D2M10104910;GR.REC.INCAM.V.M500 FC;;181,65;;;;
D2M10104911;STGR.RECIPIENTE M500 F.C.;;127,90;;;;
D2M1010491C;LISTA CORREDO;;,00;;;;
D2M1010491R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2M10105110;GR.REC.1CAMICIA M1000 SHAMPOO;;346,98;;;;
D2M10105111;STGR.REC.1CAMICIA M1000 SHAMPO;;346,98;;;;
D2M10105210;GR.REC.INCAM. M100 F.C.;;308,09;;;;
D2M10105211;STGR.PRINCIPALE;;308,09;;;;
D2M96000000;RAGGR.ARMADI ELETTRICI;;,00;;;;
D2M96100000;FAM.ARMADI ELETTRICI;;,00;;;;
D2M96100110;GR.ARM.ELETTRICO 1000X600X300;;358,18;;;;
D2M96100111;STGR.ARMADIO;;358,18;;;;
D2M96100210;GR.ARMADIO ELETTRICO M50;;,00;;;;
D2M96100211;STGR.ARMADIO ELETTRICO M50;;,00;;;;
D2M96100310;GR.ARM. ELETT. D2 800X450X250*;;19,14;;;;
D2M96100311;STGR.ARMADIO ELETTRICO;;,00;;;;
D2M96100312;STGR.FISSAGGIO DISPLAY;;19,14;;;;
D2M96100410;GR.ARMADIO ELETTRICO;;,00;;;;
D2M96100411;STGR.ARMADIO ELETTRICO;;,00;;;;
D2M96100510;GR.ARAMDIO ELETTRICO M50;;,00;;;;
D2M96100610;GR.ARMADIO ELETTR.600X450X250*;;,32;;;;
D2M96100611;STGR.ARMADIO ELETTRICO M500;;,32;;;;
D2M96100620;GR.ARMADIO ELETTR.600X450X250;;80,32;;;;
D2M96100621;STGR.ARMADIO;;80,32;;;;
D2M96100710;GR.ARM.EL.600X450X250 4.0    *;;19,14;;;;
D2M96100810;GR.ARM.ELETTR.800x450x250                                  *;;53,57;;;;
D2M96100811;STGR.ARMADIO ELETTRICO M50;;,32;;;;
D2M96100812;STGR.STAFFE MANIGLIA;;53,25;;;;
D2M96100820;GR.ARM.ELETTR.800X450X250    *;;,32;;;;
D2M96100821;STGR.ARMADIO;;,32;;;;
D2M96100830;GR.ARM.ELETTR.800X450X250;;80,32;;;;
D2M96100831;STGR.ARMADIO;;80,32;;;;
D2M96100910;GR.ARMADIO ELETRICO 800X450X250*;;,32;;;;
D2M96101010;GR.AR.EL.800X450X250 HSPEC+;;15,96;;;;
D2M96101011;STGR.FISSAGGIO DISPLAY;;15,96;;;;
D2M96101110;GR.ARM.ELETT.1000X600X300 HMI*;;358,18;;;;
D2M96101111;STGR.ARMADIO;;358,18;;;;
D2M96101120;GR.ARM.ELETTR.1000X600X300 HMI;;563,60;;;;
D2M96101121;STGR.ARMADIO;;563,60;;;;
D2M96101210;GR.ARM. ELET. 600X450X250 SKID;;34,78;;;;
D2M96101211;STGR.ARMADIO;;34,78;;;;
D2M96101310;GR.ARM.ELETTR.450X450X250;;258,42;;;;
D2M96101311;STGR.CASSETTA ELETTRICA;;258,42;;;;
D2M96101410;GR.ARM.ELETT. 800X450X250 HMI;;81,72;;;;
D2M96101411;STGR.ARMADIO;;81,72;;;;
D2ZL0000000;FAM.ATTREZZI PER LAVORAZIONE;;,00;;;;
D2ZL0000110;ATTR.LAV.STAFFE MICRO MELTER;;,00;;;;
D2ZL0000120;ATTR.LAV.STAFFE MICRO MELTER;;,00;;;;
D2ZL0000210;ATTR.LAV.DI CARP.MICRO MELTER;;,43;;;;
D2ZM0000110;codice libero;;,00;;;;
D3000000000;ELENCO MACC. BASE D3;;,00;;;;
D30046000000;FASCETTE A GRANI PLIO 80MM;;,00;;;;
D30046021000;FASCETTE E11000 (100X2,5) LEGR;ANN;,00;;;;
D30046021300;FASCETTE E11350 (135X2,5) LEGR;ANN;,01;;;;
D30046021400;FASCETTE CEM G140X2.5/M (EX 32031-2,4X140 LEGRAND);;,01;;;;
D30046041800;FASCETTE CEM G190X4,8M (EX 32042 4,6X180 LEGRAND);;,02;;;;
D30046042800;FASCETTE E12802 (280X4,5) LEGRAND;ANN;,03;;;;
D30046043600;FASCETTE CEM G370X4,8 (EX 32044 T 50 L LEGRAND);;,05;;;;
D3005F020000;FASCETTE 2,4X95 CABL.LEG 32030;;,02;;;;
D3010105010;Modello TFIX-400S;;195,58;;;;
D3010200010;MODELLO TFIX-1000;;195,18;;;;
D3010205010;MODELLO TFIX-1000;;858,85;;;;
D3010206010;TURBO-FIX 1000 GAMBE;;10 482,99;;;;
D3010305010;TURBO-FIX 1200;;31,76;;;;
D3010405010;TURBO-FIX 2000               *;;648,17;;;;
D3010405020;TURBO-FIX 2000;;363,78;;;;
D30148000000;FASCETTE LOOPING 1;;,06;;;;
D30248000000;FASCETTE LOOPING 2;;,12;;;;
D30348000000;FASCETTE LOOPING 3;;,27;;;;
D30587020001;FASCETTE 32061 (TY 51M) LEGRAND;;,21;;;;
D30610000000;COLLARE TENUTA CAVI 5104 BOCCHIOTTI;;,18;;;;
D30610000001;COLLARE TENUTA CAVI 5105 BOCCHIOTTI;;,21;;;;
D30610000002;COLLARE TENUTA CAVI 5107 BOCCHIOTTI;;,20;;;;
D30610000003;COLLARE TENUTA CAVI 5108 BOCCHIOTTI;;,41;;;;
D30610000004;COLLARE TENUTA CAVI 5109 BOCCHIOTTI;;,37;;;;
D30633290310;MORS.SCH/FERM.PER CUST.TB0914 MOD.HAN2 TB09140009924 HARTING;;2,82;;;;
D30658000001;COLLARE CON ZOCCOLO MODELLO 2962 20-22 OBO;;,40;;;;
D30665290000;SUPPORTO PER GUAINA D.29MM ART.SZ2591 RITTAL;;3,35;;;;
D30665480000;SUPPORTO PER GUAINA D.48MM ART.SZ2592 RITTAL;;4,52;;;;
D30670000002;COLLARE PER CAVI �20 INOX AISI304 DKC;;,00;;;UNIKO20X;UNIKO20X
D3200003C;CORREDO FIDIA - ITALIA;;16,16;;;;
D3200004C;CORREDO RINGANA HOLDING;;56,72;;;;
D3200004R;RICAMBI RINGANA AUSTRIA;;,00;;;;
D3210002C;CORREDO ATRAL;;111,97;;;;
D38001080680;GUAINA D.EST.6,2 D.INT.5 FMC;;,15;;;;
D38003020000;GUAINA  TUBETTO VIPLA D. 2;;,03;;;;
D38003040000;GUAINA  TUBETTO VIPLA D. 3;;,04;;;;
D38003060000;GUAINA  TUBETTO VIPLA D. 4;;,06;;;;
D38003080000;GUAINA  TUBETTO VIPLA D. 5;;,07;;;;
D38003090000;GUAINA  TUBETTO VIPLA D. 6;;,08;;;;
D38003100000;GUAINA  TUBETTO VIPLA D. 7;;,10;;;;
D38003110000;GUAINA  TUBETTO VIPLA D. 8;;,11;;;;
D38003130000;GUAINA  TUBETTO VIPLA D.10;;,13;;;;
D38003300000;GUAINA  TUBETTO VIPLA D.30;;,26;;;;
D38004080000;GUAINA  TUBETTO SILICONE D. 5;;,00;;;;
D38005020090;GUAINA  TUBETTO SPIRALE P2;;,36;;;;
D38005040090;GUAINA  TUBETTO SPIRALE P3;;,47;;;;
D38006090090;GUAINA  TUBETTO LANA VETRO D. 6;;,47;;;;
D38008080020;GUAINA VETRO-SILICONICA DIAMETRO 5MM PER ALTE TEMPERATURE;;,26;;;;
D38008090020;GUAINA VETRO-SILICONICA DIAMETRO 6MM PER ALTE TEMPERATURE;;,34;;;;
D38008100000;GUAINA VETRO-SILICONICA DIAMETRO 10mm PER ALTE TEMPERATURE;;,56;;;;
D38008150000;GUAINA VETRO-SILICONICA DIAMETRO 15mm PER ALTE TEMPERATURE;;,78;;;;
D38008250000;GUAINA VETRO-SILICONICA DIAMETRO 25mm PER ALTE TEMPERATURE;;1,97;;;;
D38008300020;GUAINA VETRO-SILICONICA DIAMETRO 30MM PER ALTE TEMPERATURE;;4,90;;;;
D380H7600080;GUAINA ASPIREX20 D.INT.60    *;;2,95;;;;
D382M8080720;GUAINA 0806650 D. 5 D. 7 VETRO+SILICONE FAET;;,56;;;;
D382M8121620;GUAINA 0806740 D.14 D.16 VETRO+SILICONE FAET;;1,90;;;;
D382M8131220;GUAINA 0806700 D.10 D.12 VETRO+SILICONE FAET;;1,20;;;;
D38651293590;GUAINA PER CAVI D.29MM ART.SZ2589.000 RITTAL;;3,56;;;;
D38651485490;GUAINA PER CAVI D.48MM ART.SZ2590.000 RITTAL;;6,27;;;;
D38671131480;GUAINA  (ex0101) (10 X 14) RTA;;1,14;;;;
D38671141680;GUAINA  (ex0102) (12 X 16) RTA;;1,33;;;;
D38671152080;GUAINA  (ex0103) (15 X 20) RTA;;2,05;;;;
D38671202680;GUAINA  (ex0104) (20 X 26) RTA;;2,61;;;;
D38671273480;GUAINA  (ex0105) (27 X 34) RTA;;5,34;;;;
D38671364380;GUAINA (ex0106) (36 X 43) RTA;;6,37;;;;
D38671404880;GUAINA  (ex0107) (40 X 48) RTA;;7,62;;;;
D38671475580;GUAINA (ex0108) (47 X 55) RTA;;2,28;;;;
D38675283380;GUAINA FX28,0 28X33 RTA;;2,06;;;;
D38675455180;GUAINA FX45,0 45X51 RTA;;3,71;;;;
D38677162180;GUAINA PN 16 (ACCIAIO ZINCATO+PVC DURO) RTA;;,00;;;;
D38677172180;GUAINA FA 17 17X21 METALLICA RTA;;1,14;;;;
D38677202780;GUAINA FTR21 (20,5 X 27) RTA;;7,59;;;;
