Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
E994820369;SISTEMA DI VISIONE PER CLIENTE TBD SEA VISION;;,00;;;;
E994820370;SISTEMA DI VISIONE PER SD300M SEA VISION;;13 386,00;;;;
E994820371;SISTEMA DI VISIONE HQ EVO X MB421 TLC 90� SEA VISION;;8 700,00;;;;
E994820372;CAMERA KIT FOR OCV/OCR or PQV CHECK+LICENZA SEA VISION;;18 244,00;;;;
E994820373;SISTEMA DI VISIONE SU COMBI-3BS SEA VISION;;19 661,00;;;;
E994820374;SIST.VIS.MAIN UNIT BLACKBOX OCV PC ONLY SEA VISION;;26 498,00;;;;
E994820375;SISTEMA DI VISIONE SU MA-50N SEA VISION;;34 550,00;;;;
E994820376;SISTEMA DI VISIONE SU ATLANTA SU FLOWPACK ATLANTA;;18 954,00;;;;
E994820377;SISTEMA VISIONE SEA VISION T&T;;45 060,00;;;;
E994820378;SISTEMA DI VISIONE PER METAGENICS BELGIO DA INSTAL.SU MA302;;20 352,00;;;;
E994820379;SISTEMA DI VIS.PER BORSCHAGOVSKIY UCRAINA;;19 512,00;;;;
E994820380;SISTEMA DI VISIONE SU MA80 PER PETROVAC RUSSIA;;10 952,00;;;;
E994820382;SISTEMA DI VISIONE PER COMBI 3BS PROGETTO CKD;;31 382,00;;;;
E994820383;SISTEMA DI VISIONE PER MA50 RANDOX UK;;6 216,00;;;;
E994820384;"SIST.DI VIS. OCV LITE 12"" 2TV COD AST/PROSPETTO SEA VISION";;8 644,00;;;;
E994820385;"SIST.DI VIS. OCV LITE 12"" 3TV SEA VISION";;14 740,00;;;;
E994820386;SISTEMA DI VISIONE SU RLF 500 SEA VISION;;23 074,40;;;;
E994820387;SIST.DI VIS.PER CONT.PRES.TAPPO DA INSTALLARE SU EXTRAFILL10;;15 554,00;;;;
E994820388;SISTEMA DI VISIONE PER MA100 PER T&T;;36 362,00;;;;
E994820389;SISTEMA DI VISIONE PER MA80 T&T;;,00;;;;
E994820390;SISTEMA DI VISIONE PER CONTR.STAMPA NEXTRA-N10 E COMBI 4SD;;34 645,00;;;;
E994820391;SIST.DI VIS.PER CONTR.STAMPA PRESENZA ASTINE, E ASSEMBLAGGIO;;21 714,00;;;;
E994820392;SISTEMA DI VISIONE HQ EVO 2 CPP 1.3MPX/LED MB421 SEA VISION;;25 358,00;;;;
E994820393;"SIST.DI VIS.OCV LITE 12"" SEA VISION";;,00;;;;
E994820394;SIST.DI VIS.OCV SYSTEM FOR TRACK & TRACE SEA VISION;;19 940,00;;;;
E994820395;SIST.DI VIS.SERVER+LINE CL.+SW+REW.ST.+OCV+INT SEAVISION;;71 735,00;;;;
E994820396;REWORKING STATION SEA VISION;;5 000,00;;;;
E994820397;SITE SERVER PER TARCHOMIN POL INCLUSO;;49 600,00;;;;
E994820398;OFF LINE CLIENT PER TARCHOMIN;;6 050,00;;;;
E994820399;SOFTWARE LICENCE (SITE SERVER);;18 480,00;;;;
E994820400;OCV PER COCCODRILLO TARCHOMIN POL;;38 080,00;;;;
E994820401;OCV PER BLA415 CON ACTIVE DIRECTORY;;18 200,00;;;;
E994820402;OCV PER BLA309 CON ACTIVE DIRECTORY;;19 260,00;;;;
E994820403;DATA COLLECTION PER TARCHOMIN POL M0174135;;32 520,00;;;;
E994820404;OCV PER BESTPOCKET TARCHOMIN POL L8180003;;59 850,00;;;;
E994820405;"SISTEMA DI VISIONE OCV LITE 12"" CON 2 TV SEA VISION";;9 240,00;;;;
E994820406;"SISTEMA DI VISIONE OCV LITE 12"" CON 3 TV SEA VISION";;12 872,00;;;;
E994820407;SIST.DI VIS.SEA100-231 SIS.OCV PER TRACK & TRACE SEA VISION;;22 540,00;;;;
E994820408;SIST.DI VIS. OCV/OCR 2TV-EVO + VALIDAZIONE SEA VISION;;15 928,00;;;;
E994820409;SISTEMA DI VISIONE PER CONTROLLO ATTIVAZIONE SAFETY DEVICE;;16 074,00;;;;
E994820410;SISTEMA DI VISIONE DA INSTALLARE SU MACCHINA COMBI 2PL;;19 824,00;;;;
E994820411;SIST.DI VIS.OCV SYSTEM FOR TRACK & TRACE SEA VISION;;19 940,00;;;;
E994820412;"SIST.DI VIS.OCV LITE 12"" SEA VISION";;19 940,00;;;;
E994820413;SISTEMA DI VISIONE PC CON MONITOR INTEGRATO SEA VISION;;18 514,00;;;;
E994820414;SISTEMA DI VISIONE DA INSTALLARE SU MA255 SEA VISION;;,00;;;;
E994820415;SISTEMA DI VISIONE CONTROLLO 2D SU PROSPETTO SEA VISION;;2 824,00;;;;
E994820416;SISTEMA DI CONTROLLO OCV/OCR SEA VISION;;19 584,00;;;;
E994820417;SISTEMA DI VISIONE CONTROLLO PRESENZA PRODOTTO SEA VISION;;37 352,00;;;;
E994820418;KIT CAMERA 2 TLC SU MACCHINA SPECIALE TUBI SEA VISION;;6 680,00;;;;
E994820419;KIT CAMERA AGGIUNTIVA 2TV SEA VISION;;8 308,00;;;;
E994820420;SISTEMA DI VISIONE OCV LITE 2TV CFR21 SEA VISION;;,00;;;;
E994820421;SISTEMA DI VISIONE HARLEQUIN EVO PER TERMOFORMATRICE FB420;;32 800,00;;;;
E994820422;SIST. DI CONTROLLO MOD.HARLEQUIN 2 TV SEA VISION;;32 800,00;;;;
E994820423;SISTEMA DI VISIONE PER COMBI 3BS PROGETTO IBSA;;22 064,00;;;;
E994820424;SIST.DI VIS.PER CONTEGGIO SIRINGHE NEL NEST SU NEXTRA N10;;21 250,00;;;;
E994820425;SIS.DI VIS.PER CONTROLLO CODICE E DATI VARIABILISU ETICH.;;28 898,00;;;;
E994820426;SISTEMA DI VISIONE SEAVISION PER L'INTERA LINEA NORBROOK;;12 220,00;;;;
E994820427;SIS.DI VIS.OCV SU MA255 SEA VISION;;43 954,00;;;;
E994820428;SIS.DI VIS.OCV SU PS510 SEA VISION;;26 350,00;;;;
E994820429;SIS.DI VIS.OCV SYSTEM FOR TRACK & TRACE X BLA415 SEA VISION;;24 580,00;;;;
E994820430;SISTEMA DI VISIONE OCV LITE 2TV CTRL. STAMPA;;,00;;;;
E994820431;SISTEMA DI VISIONE DA INSTALLARE SU NL200 SEA VISION;;,00;;;;
E994820432;SISTEMA DI VISIONE DA INSTALLARE SU NL2001T SEA VISION;;59 593,00;;;;
E994820433;SIST.VIS.CON 6 TV COMBI 1/2SD E NEXTRA T20 SD+2 ILLUMIN.SEA;;39 194,00;;;;
E994820434;SISTEMA DI VISIONE BLACK BOX OCV + 3TV CTRL CODICE ASTUCCIO;;,00;;;;
E994820435;REWORKING STATION  SEA VISION per TRACK & TRACE;;15 750,00;;;;
E994820436;SISTEMA DI VISIONE PER N4170010 SEA VISION;;39 682,00;;;;
E994820437;SISTEMA DI VISIONE DATABOX COMPACT LPW1 + 3TV SM. SEA VISION;;14 172,00;;;;
E994820438;SIST.VIS.OCV +3 CAMERE SEA VISION;;26 762,00;;;;
E994820439;*ANNULATO E SOSTITUITO DA E994821075 SEA VISION;;4 994,00;;;;
E994820440;SISTEMA DI VISIONE OCV COMPLETO PER T&T SEA VISION;;26 420,00;;;;
E994820441;SISTEMA DI VISIONE PER BL-A430CW SEA VISION;;32 952,50;;;;
E994820442;SISTEMA DI VISIONE OCV SEA + 3 CAMERE SEA VISION;;13 962,00;;;;
E994820443;SEA LINE CLIENT + LICENZE DI LINEA SAE VISION;;10 545,00;;;;
E994820444;"SISTEMA DI VISIONE OCV LITE 12"" SEA VISION";;9 440,00;;;;
E994820445;SISTEMA DI VISIONE PER RE202 - LINEA GSK CP21 SEA VISION;;50 374,00;;;;
E994820446;SISTEMA DI VISIONE PER DOSOMAT WALDNER - LINEA CP21 GSK;;36 800,00;;;;
E994820447;SISTEMA SEA VISION PER MA155 - LINEA GSK BARNARD CASTLE;;12 680,00;;;;
E994820448;SISTEMA DI VISIONE PER BL-A420T LINEA GSK SEA VISION;;31 820,00;;;;
E994820449;SISTEMA LINE CLIENT (LMS SEA VISION) PER CP21 GSK;;5 720,00;;;;
E994820450;SISTEMA DI VISIONE CONTROLLO DATI SU ETICHETTA SEA VISION;;19 104,00;;;;
E994820451;SISTEMA DI VISIONE PER MCP840 SEA VISION;;49 690,00;;;;
E994820452;SISTEMA DI VISIONE OCV/OCR CONTR.DATI VARIABILI SEA VISION;;18 874,00;;;;
E994820453;SISTEMA DI VISIONE OCV SYSTEM ON MS235 SEA VISION;;28 122,00;;;;
E994820454;SISTEMA DI VISIONE PER BAYER INDONESIA SEA VISION;;34 462,00;;;;
E994820455;SISTEMA DI VISIONE SU BL-A309 (2 TV) SEA VISION;;19 780,00;;;;
E994820456;SISTEMA DI VISIONE SU BL-A309 (1TV) SEA VISION;;4 950,00;;;;
E994820457;SISTEMA DI VISIONE SEA VISION;;69 160,00;;;;
E994820458;SISTEMA DI VISIONE SU BESTPOCKET SEA VISION;;59 030,00;;;;
E994820459;DATABOX SYSTEM 4TV (INCL.CONT.DATI OCV/OCR) SEA VISION;;20 912,00;;;;
E994820460;SISTEMA DI VISIONE SU SLF425 N6180025 SEA VISION;;22 714,00;;;;
E994820461;SIST.VISIONE DATABOX SYSTEM 1TV SEA VISION;;9 568,00;;;;
E994820462;SISTEMA DI VISIONE OCV MA155 NOVAMEDICA  RUSSIA SEA VISION;;,00;;;;
E994820463;SISTEMA DI VISIONE SEA VISION PER COMBI 2PL;;17 234,00;;;;
E994820464;SISTEMA VISIONE SEAVISION PER BIPHARM ALGERIA;;17 938,00;;;;
E994820465;SIST.SEA WAVE SENZA HMI 1TV 101-705 T&T SEA VISION;;14 934,91;;;;
E994820466;SISTEMA DI VIS. DATABOX WAVE CON 2 TELECAMERE SEA VISION;;11 660,00;;;;
E994820467;SISTEMA DI VIS.DATABOX COMPACT LPW1 1TV OCV/OCR SEA VISION;;12 241,60;;;;
E994820468;SIST.DI CONTR.TV1 CONTR.DATAMATRIX E LOTTO FLAC.SEA VISION;;22 606,00;;;;
E994820469;SIST.VIS.PER CONTROLLO OCV/OCR E CODICE ETICHETTA SEA VISION;;21 424,00;;;;
E994820470;SISTEMA DI VIS.DATABOX COMPACT LPW1* MAX 4 TV SEA VISION;;19 632,00;;;;
E994820471;SIST.VIS.DATABOX COMPACT LPW1* WITH INT.QUAD CORE SEA VISION;;13 484,00;;;;
E994820472;SW LICENCE FOR ACTIVE DIRECTORY (201-029) SEA VISION;;1 351,96;;;;
E994820473;SISTEMA DI VISIONE T&T PER BESTPOCKET SEA VISION;;47 090,00;;;;
E994820474;SOLUZIONE DI CONTROLLO 2D&3D PER VALIDA SEA VISION;;54 000,00;;;;
E994820475;SIST.DI VIS.HARLEQUIN EVO V.WAVE PER B220/MB421 SEA VISION;;20 855,00;;;;
E994820476;SIST.HARLEQUIN EVO V.WAVE TERMOFORMATRICE FB220 SEA VISION;;29 552,22;;;;
E994820477;SISTEMA DI CONTROLLO OCV/OCR 2 TV FB220 RENEW SEA VISION;;14 232,00;;;;
E994820478;SIST.HARLEQUIN EVO V.WAVE TERMOFORMATRICE FB420 SEA VISION;;31 963,89;;;;
E994820479;SISTEMA DI VISIONE T&T PER MC820 SEA VISION;;26 080,00;;;;
E994820480;"SISTEMA DI VIS.DATABOX DISPLAY LCD 10,1"" CON 3 TV SEA VISION";;14 424,00;;;;
E994820481;CLIENT+LICENZE DI LINEA E DATA COLLECTION NORMON SEA VISION;;6 704,00;;;;
E994820482;SISTEMA CONTROLLO 2D VALIDA TONAZZI(NO TELECAMERE)SEA VISION;;42 400,00;;;;
E994820483;SISTEMA DI VISIONE 2 OCV SU BL PER CONTROLLO T&T SU FLAP;;26 440,00;;;;
E994820484;BAW BUNDLE AGGREGATION MACHINE SEA VISION;;,00;;;;
E994820485;SISTEMA DI VIS.DATABOX COMPACT LPW1* MAX 5 TV SEA VISION;;28 844,00;;;;
E994820486;SIST.VISIONE 2TV CTRL DATAMATRIX+LET.DATI VARIAB.SEA VISION;;14 840,00;;;;
E994820487;SIST.DI VIS.HARLEQUIN LITE PER B220/MB421-V.WAVE SEA VISION;;14 500,00;;;;
E994820488;SISTEMA VIS.HARLEQUIN EVO V.WAVE PER INTEGRA320 SEA VISION;;20 718,63;;;;
E994820489;SISTEMA VIS.HARLEQUIN EVO V.WAVE PER INTEGRA520 SEA VISION;;27 273,11;;;;
E994820490;SISTEMA HARLEQUIN LITE V.WAVE MB451EVO ILL.NEON SEA VISION;;18 500,00;;;;
E994820491;SISTEMA HARLEQUIN LITE V.WAVE MB451EVO ILL.LED SEA VISION;;18 500,00;;;;
E994820492;SISTEMA HARLEQUIN EVO V. WAVE PER MB451EVO SEA VISION;;27 273,68;;;;
E994820493;SISTEMA VISIONE HARLEQUIN EVO V.WAVE TERMOF.FB320 SEA VISION;;29 443,09;;;;
E994820494;SIST.VIS.DATABOX WAVE COD.AST.+CONT.PRESENZA PROD.SEA VISION;;14 620,00;;;;
E994820495;SIS.VIS.WAVE CTRL LIV.LIQUIDO+CTRL PRES.SOTTOTAP. ECO400 SEA;;25 144,00;;;;
E994820496;"SOFTW.MIDDLEWARE+PC BM3300RVL+DISPLAY 15"" MHR100 SEA VISION";;43 500,00;;;;
E994820497;SISTEMA DI VISIONE PC I5 QUAD CORE WITH SPARE HD SEA VISION;;21 176,00;;;;
E994820498;SIST.VIS.DATABOX WAVE 2TV SEA VISION;;19 896,00;;;;
E994820499;SIST.DI VISIONE NR.3 TELECAM.CONTR.GHIERA A 360� SEA VISION;;28 042,00;;;;
E994820500;"SISTEMA DI VIS.DATABOX DISPLAY LCD 15,6"" CON 3 TV SEA VISION";;21 228,00;;;;
E994820501;"SISTEMA DI VIS.DATABOX LCD 15,6"" CON 4 TV SEA VISION";;42 028,00;;;;
E994820502;"SISTEMA DI VIS.DATABOX 15,6"" CON 4 TV SEA VISION";;20 400,00;;;;
E994820503;SISTEMA DI VIS.DATABOX COMPACT LPW1* MAX 4 TV SEA VISION;;13 768,81;;;;
E994820504;SIST.DATABOX(MAX 4TV)+1TV CTRL CODICE  NO DISPLAY SEA VISION;;7 940,43;;;;
E994820505;SISTEMA VIS.OCV BESTPOCKET PER SERIALIZZ.E AGGREGAZIONE;;54 264,50;;;;
E994820506;SISTEMA DI VISIONE OCV PER T&T SEA VISION;;22 540,00;;;;
E994820507;CAMERA KIT PER MB451EVO - ALUCODE HARLEQUIN;;3 675,00;;;;
E994820508;"SISTEMA DI VISIONE PC WAVE 15,6"" MAX 4 TV SEA VISION";;18 369,80;;;;
E994820509;SISTEMA DI VISIONE NR.2 TELECAMERE PER RL-F300 SEA VISION;;33 652,60;;;;
E994820510;SIS.VIS.4 TELECAMERE PER BL-H235 WAVE PLUS (MAX 6 TV) SEA;;45 752,00;;;;
E994820511;SISTEMA DI VISIONE N�4 TELECAMERE T&T PER BL-A420 SEA VISION;;32 873,50;;;;
E994820512;SISTEMA DI VISIONE N�7 TELECAMERE T&T PER MCP840 SEA VISION;;46 261,20;;;;
E994820513;"SISTEMA VISIONE DATABOX 10.1"" N�2 TV PER RE402 SEA VISION";;19 132,00;;;;
E994820514;SISTEMA DI VISIONE INTERFACE TO BE REMOTED VIA VNC ON CORIMA;;33 120,00;;;;
E994820515;SISTEMA DI CONTROLLO OCV/OCR 2TV FB420 SEA VISION;;14 040,00;;;;
E994820516;SISTEMA DI VISIONE OCV/OCR COMBI MACHIN3BS/S SEA VISION;;17 784,00;;;;
E994820517;SISTEMA DI VISIONE OCV PER T&T E UDI 100-248 SEA VISION;;19 020,00;;;;
E994820518;SISTEMA DI VISIONE OCV PER COMBI 2PL SEA VISION;;34 312,00;;;;
E994820519;SISTEMA DI VISIONE PER MA300G SEA VISION;;21 744,00;;;;
E994820520;SISTEMA DI VISIONE PER M7 SEA VISION;;21 424,00;;;;
E994820521;SISTEMA DI VISIONE OCV SYSTEM TRACK & TRACE BL-A4 SEA VISION;;29 464,00;;;;
E994820522;"SISTEMA DI VISIONE DATABOX 15.6"" 3TV SEA VISION";;15 096,00;;;;
E994820523;SIST.DI VISIONE PER CONTROLLO OCV/OCR E COD.ETICH.SEA VISION;;14 465,60;;;;
E994820524;SISTEMA DI VISIONE OCV 1TV RLF300+OCV DIGITAL CAMERA B&W SEA;;21 756,00;;;;
E994820525;SISTEMA VISIONE OCV/OCR AND CODE CHECK ON LABEL SEA VISION;;30 168,00;;;;
E994820526;SISTEMI DI VISIONE PER UNICA SEA VISION;ANN;,00;;;;
E994820527;SISTEMA DI VISIONE TRACKPACK  6TV SEA VISION;;30 670,00;;;;
E994820528;SISTEMA SCADA E DATA COLLECTION SEA VISION;;44 560,00;;;;
E994820529;SISTEMA SCADA ADVANCED USERS AND ROLES MANAGEMENT SEA VISION;;34 500,00;;;;
E994820530;"SISTEMA DATABOX WAVE CON NR.2 TV 15.3"" HMI SEA VISION";;10 951,80;;;;
E994820531;"SISTEMA DI VIS.DATABOX DISPLAY LCD 10,1"" CON 3 TV SEA VISION";;15 140,00;;;;
E994820532;SISTEMA DI VISIONE PER CONTROLLO ORIENTAENTO TRAY SEA VISION;;5 064,00;;;;
E994820533;CODICE LIBERO;ANN;,00;;;;
E994820534;SISTEMA VIS.DATABOX WAVE NO HMI 3TV ASTUCCIO-2L PROSPET.SEA;;17 728,00;;;;
E994820535;SISTEMA DI VISIONE SU MILL 200 (2 TV) SEA VISION;;25 008,00;;;;
E994820536;SIST.VIS.WAVE CON HMI+CONTR.STAMPA ETICH.CODICE+GHIERA SEA;;40 030,00;;;;
E994820537;SISTEMA DI VISIONE X PS300NEW LETTURA TOP SEA VISION;;48 740,00;;;;
E994820538;SISTEMA DI VISIONE X TRACKPACK SEA VISION;;36 740,00;;;;
E994820539;SISTEMA DI VISIONE OCV TRACK & TRACE SEA VISION;;33 292,00;;;;
E994820540;SISTEMA DI VISIONE OCV/OCR+CODE CHECK SEA VISION;;25 162,00;;;;
E994820541;SISTEMA VIS.HARLEQUIN WAVE PLUS PER TERMOF.FB320 SEA VISION;;28 600,00;;;;
E994820542;SIST.VISIONE OCV AND PHARMACODE OR DATAMATRIX SEA VISION;;41 354,00;;;;
E994820543;"SISTEMA DI VISIONE DATABOX WAVE 15.6"" SEA VISION";;7 572,00;;;;
E994820544;SISTEMA DI VISIONE PC WAVE MAX 4TV W/O DISPLAY SEA VISION;;32 958,00;;;;
E994820545;"SISTEMA DI VISIONE 15.6"" OCV/OCR ON CARTON SEA VISION";;15 208,00;;;;
E994820546;SIST.VIS.DATABOX COMPACT LPW1* (max 4TV)[RL-F300] SEA VISION;;10 528,00;;;;
E994820547;SIST.DATABOX(MAX 6TV)+1TV CTRL CODICE  NO DISPLAY SEA VISION;;8 747,43;;;;
E994820548;SISTEMA DI VISIONE PC WAVE MAX 4 TV NO DISPLAY SEA VISION;;39 310,00;;;;
E994820549;SIST.DATABOX(MAX 4TV)+1TV CUSTOM NO DISPLAY SEA VISION;;16 463,91;;;;
E994820550;SIST.VISIONE OCV (MAX 6TV) + TV PER PHARMACODE SEA VISION;;50 278,00;;;;
E994820551;SISTEMA DI VISIONE VALIDA 24 SEA VISION;;72 433,74;;;;
E994820552;SISTEMA DI VISIONE 3D PER VALIDA 12 SEA VISION;;65 350,00;;;;
E994820553;SISTEMA MDI ACTUATORS YUDOO,YUDESK,YURUN,YUVIEW,YUTRACE SEA;;55 500,00;;;;
E994820554;"DATABOX MAX 4TV SEA VISION + DISPLAY 15.6""";;7 232,00;;;;
E994820555;SISTEMA OCV PER T&T CON N�3 TV+ N�1 TV SEA VISION;;21 264,00;;;;
E994820556;SISTEMA HARLEQUIN EVO SYSTEM  PER FBZ320;;30 920,00;;;;
E994820557;"SISTEMA DI VISIONE OCV 10TV 15.6"" SEA VISION";;69 966,00;;;;
E994820558;REWORKING STATION DESKTOP SEA VISION;;25 950,00;;;;
E994820559;SISTEMA DI AGGREGAZIONE MANUALE MAW 100-311 SEA VISION;;41 840,00;;;;
E994820560;REWORKING STATION FOR CLOSED BATCH OPERATIONS SEA VISION;;9 780,00;;;;
E994820561;SISTEMA T&T PER MC820 MAX 4TV SEA VISION;;45 766,00;;;;
E994820562;SISTEMA DI VISIONE OCV TRACK&TRACE PER PS300 SEA VISION;;45 976,00;;;;
E994820563;SISTEMA DI VISIONE PC I5CORE MAX 4TV SEA VISION;;25 508,00;;;;
E994820564;SISTEMA PER VERIFICA PRESENZA E INTEGRITA' FIALE SEA VISION;;33 376,00;;SEA VISION S.r.l.;;
E994820565;SISTEMA DI VISIONE PC I5CORE MAX 4TV SPARE HD INCL.SEA VISIO;;34 274,00;;;;
E994820566;SISTEMA DI VISIONE PC I5CORE MAX 4TV SPARE HD INCL.SEA VISIO;;22 134,00;;;;
E994820567;SISTEMA VISIONE HARLE-NIR PER I320/MB432 102-038 SEA VISION;;92 000,00;;;;
E994820568;"SISTEMA DI VISIONE MAIN UNIT 4TV DISPLAY 15.6"" SEA VISION";;39 128,00;;;;
E994820569;SISTEMA SCADA 101-703 SEA VISION;;31 805,00;;;;
E994820570;"SISTEMA MAX 4TV 15.6"" PER THERMOFISHER N4190007 SEA VISION";;25 304,00;;;;
E994820571;SIST.VISIONE CONTROLLO OCV/OCR/ARTWORK [102-071] SEAVISION;;3 271,00;;;;
E994820572;SISTEMA DI VISIONE OCV MAX 8TV SEA VISION;;61 280,00;;;;
E994820573;SISTEMA DI VISIONE PC I5CORE MAX 4TV SEA VISION;;40 360,00;;;;
E994820574;SISTEMA DI VISIONE CONTROLLO 2D (NO CONTEGGIO) SEA VISION;;37 350,00;;;;
E994820575;SISTEMA VIS.HARLEQUIN EVO V.WAVE+ PER INTEGRA520 SEA VISION;;25 178,61;;;;
E994820576;SISTEMA HARLEQUIN EVO WAVE 901-404 SEA VISION;;28 600,00;;;;
E994820577;SISTEMA DI VISIONE YUDOO,YUDESK,YURUN,YUVIEW,YUTRACE SEA;;68 960,00;;;;
E994820578;SISTEMA DI VISIONE PC WAVE MAX 4 TV SEA VISION;;23 631,00;;;;
E994820579;SIST.VIS.OCV MAIN UNIT WAVE+(FINO A 6 TV) 100-248-PLUS SEA;;15 010,00;;;;
E994820580;"DATABOX MAX 4TV SEA VISION + DISPLAY 10"" SEA VISION";;9 266,62;;;;
E994820581;SIST.VIS.PC I5 QUAD CORE 4TV;;35 110,00;;;;
E994820582;"SISTEMA DI VISIONE MAIN UNIT 3TV DISPLAY 15.6"" SEA VISION";;33 664,00;;;;
E994820583;SISTEMA DI VISIONE PROGETTO ROVI MADRID_C0204003 SEA VISION;;30 088,00;;;;
E994820584;SIST.DATABOX(MAX 4TV)+1TV CUSTOM NO DISPLAY SEA VISION;;11 676,35;;;;
E994820585;"SISTEMA VISIONE OCV FOR TRACK&TRACE DISPLAY 15.6"" SEA VISION";;22 844,00;;;;
E994820586;"SISTEMA DI VISIONE MAIN UNIT MAX 4TV 15.6"" PER BP SEA VISION";;62 308,00;;;;
E994820587;"SIST.DATABOX 6TV CTRL CODICE E CTRL ETICHET.10.1"" SEA VISION";;43 060,00;;;;
E994820588;SISTEMA DI VISIONE PC I5CORE MAX 4TV SPARE HD INC.SEA VISION;;25 193,00;;;;
E994820589;"SISTEMA DI VISIONE MAIN UNIT 4TV DISPLAY 15.6"" SEA VISION";;28 584,00;;;;
E994820590;SISTEMA DI VISIONE PC I5CORE MAX 4TV SPARE HD INC.SEA VISION;;15 424,00;;;;
E994820591;"SIST.DI VISIONE PC I5 QUAD-CORE MAX 4TV HMI 15,6"" SEA VISION";;22 436,00;;;;
E994820592;SISTEMA DI VISIONE TRACKPACK SEA VISION;;35 910,00;;;;
E994820593;SISTEMA DI VISIONE PC I5CORE MAX 4TV NON TV SEA VISION;;8 510,00;;SEA VISION S.r.l.;;
E994820594;SISTEMA VIS.OCV BESTPOCKET PER SERIALIZZ.E AGGREGAZIONE SEA;;,00;;;;
E994820595;SIT.VIS.HARLEQUIN PER B320/MB432 SOTTO ISOLAMENTO SEA VISION;;17 250,00;;SEA VISION S.r.l.;;
E994820596;UPGRADE SIST.HARLEQUIN PER MB421 SEA VISION;;14 436,00;;SEA VISION S.r.l.;;
E994820597;SIST.VIS.2TV PER CONTR.CODICE E STAMPA ETICHETTA + POSIZ.SEA;;18 952,00;;;;
E994820598;SISTEMA DI VISIONE OCV ON NEXTRA N10 SEA VISION;;29 662,00;;SEA VISION S.r.l.;;
E994820599;SISTEMA DI VISIONE NR.2 TELECAMERE CUSTOM SEA VISION;;19 842,00;;SEA VISION S.r.l.;;
E994820600;SISTEMA OCV PER AGGREGAZIONE MCP840  SEAVISION;;52 991,00;;SEA VISION S.r.l.;;
E994820601;PEELER STATION PER ASSOCIAZIONE FARDELLI/CARTONE SEA VISION;;35 600,00;;SEA VISION S.r.l.;;
E994820602;PEELER STATION PER ASSOCIAZIONE CARTONI/PALLET SEA VISION;;24 080,00;;SEA VISION S.r.l.;;
E994820603;SISTEMA DI VISIONE OCV TRACK & TRACE SEA VISION;;31 828,00;;SEA VISION S.r.l.;;
E994820604;SISTEMA OCV PER ISOLA ROBOTICA SEA VISION;;35 972,00;;SEA VISION S.r.l.;;
E994820605;SISTEMA OCV PER TRAY BUFFER SEA VISION;;18 469,60;;SEA VISION S.r.l.;;
E994820606;SISTEMA OCV 4TV PER ISOLA ROBOTICA SEA VISION;;22 948,00;;SEA VISION S.r.l.;;
E994820607;"SISTEMA OCV DISPLAY 15.6"" 4TV PER ISOLA ROBOTICA SEA VISION";;29 744,00;;SEA VISION S.r.l.;;
E994820608;"SISTEMA OCV DISPLAY 15.6"" 4TV PER MA50 SEA VISION";;40 192,00;;SEA VISION S.r.l.;;
E994820609;"SISTEMA OCV DISPLAY 15.6"" 2TV PER MA50 SEA VISION";;15 276,00;;SEA VISION S.r.l.;;
E994820610;"SISTEMA OCV DISPLAY 15.6"" 4TV PER ETICHETT.NERI SEA VISION";;33 792,00;;SEA VISION S.r.l.;;
E994820611;"SISTEMA OCV DISPLAY 10.1""+ TV PER MC820 PER SEA VISION";;11 969,60;;;;
E994820612;*ANN.E SOST.DA E994820585 OCV TRACK & TRACE SEA VISION;;22 844,00;;SEA VISION S.r.l.;;
E994820613;SISTEMA DI VISIONE CONTROLLO SBECCATURA FLACONE SEA VISION;;18 729,60;;SEA VISION S.r.l.;;
E994820614;SISTEMA DI VISIONE MAIN UNIT 1TV NO DISPLAY SEA VISION;;19 584,00;;SEA VISION S.r.l.;;
E994820615;SISTEMA DI VISIONE PER CONTROLLO COLORE TAPPO SEA VISION;;21 136,00;;SEA VISION S.r.l.;;
E994820616;"SISTEMA DI VISIONE MAX 6TV+DISPLAY 15.6"" SEA VISION";;55 476,00;;SEA VISION S.r.l.;;
E994820617;SISTEMA DATABOX PER MSP560 A N.5 CAMERE PER CTRL SEA VISION;;,00;;SEA VISION S.r.l.;;
E994820618;SIST.DATABOX MA80 A N.2 CAMERE PER CTRL AST.E PROSPETTO SEA;;12 332,00;;SEA VISION S.r.l.;;
E994820619;SISTEMA YUDOO: YUDESK,YURUN,YUVIEW,YUDRIVE,YUBI,SEA;;89 350,00;;SEA VISION S.r.l.;;
E994820620;SISTEMA DATABOX PER BL-A309 A N.1 CAMERA PER T&T SEA VISION;;13 050,00;;SEA VISION S.r.l.;;
E994820621;"SISTEMA DI VISIONE MAIN N�1 TV DISPLAY 10,1"" SEAVISION";;24 456,00;;SEA VISION S.r.l.;;
E994820622;SISTEMA HARLEQUIN X MST300 HQ EVO SYSTEM SEA VISION;;26 300,00;;SEA VISION S.r.l.;;
E994820623;CAMERA KIT 2TV OCV/OCR SEAVISION;;11 480,00;;SEA VISION S.r.l.;;
E994820624;SISTEMA DATABOX ALL IN ONE 101-305 SEA VISION;;7 837,28;;SEA VISION S.r.l.;;
E994820625;SIST. DI VIS. DISP. 15.6'' BL-A420CW SEA VISION;;19 050,00;;SEA VISION S.r.l.;;
