Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
E50770474000;CAVO L2 MT100     6XV-1830-0EH10        SIEMENS;;91,76;;SIEMENS S.P.A;;6XV1830-0EH10..VEDI E50770074000
E50770474001;FP*ADATTATORE TELESERVICE S7 6ES7 972 0CA30 0XA0 SIEMENS;;325,77;;SIEMENS S.P.A;;FP*6ES7972-0CA34-0XA0
E50770474002;ADATTATORE TELESERVICE S7 6ES7972-0CB35-0XA0 SIEMENS;;537,37;;SIEMENS S.P.A;;6ES7972-0CB35-0XA0
E50770474003;CAVO ADAPTER PC USB - S7 PROGRAMMAZIONE 6GK1571-0BA00-0AA0;;277,06;;SIEMENS S.P.A;;6GK1571-0BA00-0AA0
E50770475000;MANUALE ING.                   6ES7031-0AA00-8BB0 SIEMENS;;,00;;;;
E50770475001;MANUALE ET200M   6ES7-153-1AA00-8EA0   SIEMENS;;,52;;;;
E50770476000;MODULO JOLLY DM 370 6E67 370-0AA01-0AA0              SIEMENS;;66,27;;SIEMENS S.P.A;;6ES7370-0AA01-0AA0
E50770501000;ALIMENTATORE PS407 10A         6ES7407-0KA00-0AA0 SIEMENS;;448,98;;SIEMENS S.P.A;;6ES7407-0KA01-0AA0
E50770502000;CPU 414                        6ES7414-2XG00-0AB0 SIEMENS;;,00;;;;
E50770502001;CPU 416-2DP 6ES7 416-2XK00-0AB0                   SIEMENS;;5 396,35;;SIEMENS S.P.A;;6ES7416-2XK02-0AB0
E50770502002;CPU 412-1 6ES7 412-1XJ07-0AB0 SIEMENS;;1 143,62;;SIEMENS S.P.A;;6ES7412-1XJ07-0AB0
E50770503000;MODULO 16 IN FILTRO O,5 MS     6ES7421-7DH00-0AB0 SIEMENS;;,00;;;;
E50770503001;MODULO 32 IN S7-421            6ES7421-1BL00-0AA0 SIEMENS;;211,66;;SIEMENS S.P.A;;6ES7421-1BL00-0AA0
E50770504000;MODULO 32 OUT S7-422           6ES7422-1BL00-0AA0 SIEMENS;;311,01;;SIEMENS S.P.A;;6ES7422-1BL00-0AA0
E50770507000;MODULO  8 OUT ANALOGICI        6ES7432-1HF00-0AB0 SIEMENS;;690,27;;SIEMENS S.P.A;;6ES7432-1HF00-0AB0
E50770508000;MODULO DI COMUNICAZIONE 6GK7 443-1BX00-0XE0       SIEMENS;;1 703,30;;SIEMENS S.P.A;;6GK7443-1BX00-0XE0
E50770509000;MOD.CAMME ELETT. 6ES7 452-1AHOO-0AE0                 SIEMENS;;704,96;;SIEMENS S.P.A;;6ES7452-1AH00-0AE0
E50770570000;RACK 18 SLOT PER S7.400        6ES7400-1TA00-0AA0 SIEMENS;;600,43;;SIEMENS S.P.A;;6ES7400-1TA01-0AA0
E50770571000;MODULO FLASH EPROM 64KB X CPU  6ES7952-0KF00-0AA0 SIEMENS;;179,04;;SIEMENS S.P.A;;6ES7952-OKF00-0AA0
E50770572000;BATTERIA TAMPONE S7-400        6ES7971-0BA00      SIEMENS;;9,54;;SIEMENS S.P.A;;6ES7971-0BA00
E50770573000;CONNETTORE A VITE              6ES7492-1AL00-0AA0 SIEMENS;;24,95;;SIEMENS S.P.A;;6ES7492-1AL00-0AA0
E50770575000;MANUALE ING.                   6ES7498-8AA00-8BA0 SIEMENS;;,00;;;;
E50770602000;SIMATIC S7-1500, CPU 1511-1 PN 6ES7511-1AK02-0AB0 SIEMENS;;544,39;;SIEMENS S.P.A;;6ES7511-1AK02-0AB0
E50770602001;SIMATIC  S7-1500, CPU 1512SP-1PN  SIEMENS;;855,39;;SIEMENS S.P.A;;6ES7512-1DK01-0AB0
E50770602002;CPU 6ES7511-1CK01-0AB0 CPU1511 SIEMENS;;987,36;;SIEMENS S.P.A;;6ES7511-1CK01-0AB0
E50770602003;SIMATIC S7-1500F,CPU 1515F-2 PN 6ES7515-2FM__-0AB0 SIEMENS;;2 902,00;;SIEMENS S.P.A;;6ES7515-2FM01-0AB0
E50770602004;CPU 6ES7511-1FK02-0AB0 CPU 1511F-1 PN SIEMENS;;,00;;SIEMENS S.P.A;6ES7511-1FK02-0AB0;6ES7511-1FK02-0AB0
E50770603000;SIMATIC ET 200SP, MODULO 16 IN 6ES7131-6BH__-0BA0  SIEMENS;;40,70;;SIEMENS S.P.A;;6ES7131-6BH00-0BA0
E50770603001;SCHEDA 32 IN 6ES7521-1BL00-0AB0 SIEMENS;;370,50;;SIEMENS S.P.A;;6ES7521-1BL00-0AB0
E50770603002;MODULO 8IN SAFETY PER ET 200SP 6ES7136-6BA00-0CA0 SIEMENS;;227,00;;SIEMENS S.P.A;;6ES7136-6BA00-0CA0
E50770604000;SIMATIC ET 200SP, MODULO 16 OUT 6ES7132-6BH__-0BA0 SIEMENS;;53,17;;SIEMENS S.P.A;;6ES7132-6BH00-0BA0
E50770604001;SCHEDA 32 OUT 6ES7522-1BL01-0AB0 SIEMENS;;320,90;;SIEMENS S.P.A;;6ES7522-1BL01-0AB0
E50770604002;MODULO 4OUT SAFETY PER ET 200SP 6ES7136-6DB00-0CA0 SIEMENS;;262,00;;SIEMENS S.P.A;;6ES7136-6DB00-0CA0
E50770604003;SIMATIC S7-1500, SCHEDA 16 OUT 6ES7522-1BH01-0AB0 SIEMENS;;251,75;;SIEMENS S.P.A;;6ES7522-1BH01-0AB0
E50770605000;SCHEDA 16 IN + 16 OUT 6ES7523-1BL00-0AA0 SIEMENS;;476,90;;SIEMENS S.P.A;;6ES7523-1BL00-0AA0
E50770606000;MOD.IN ANALOG.,4XRTD/TC 6ES7134-6JD00-0CA1 ET 200SP SIEMENS;;114,50;;SIEMENS S.P.A;;6ES7134-6JD00-0CA1
E50770606001;MOD.INGR.ANALOGI.4 XU/I/RTD/TC ST 6ES7531-7QD00-0AB0 SIEMENS;;,00;;;;
E50770607000;SIMATIC S7-1500,6ES7532-5NB00-0AB0 SCH.2 OUT ANALOG.SIEMENS;;,00;;SIEMENS S.P.A;;6ES7532-5NB00-0AB0
E50770607001;SIMATIC S7-1500,6ES7532-5HD00-0AB0 SCH.4 OUT ANALOG.SIEMENS;;413,73;;SIEMENS S.P.A;;6ES7532-5HD00-0AB0
E50770608000;SIMATIC ET 200SP MOD.INT.IM155-6PN 6ES7155-6AA__-0BN0SIEMENS;;152,18;;SIEMENS S.P.A;;6ES7155-6AA00-0BN0
E50770608001;SIMATIC ET 200SP, MOD.COM.CM PTP 6ES7137-6AA00-0BA0 SIEMENS;;218,11;;SIEMENS S.P.A;;6ES7137-6AA00-0BA0
E50770608002;SCHEDA CP1543-1 ETHERNET 6GK7543-1AX00-0XE0 SIEMENS;;1 327,63;;SIEMENS S.P.A;;6GK7543-1AX00-0XE0
E50770608003;SIMATIC ET 200SP ADATT.BUS BA-SEND BA1XFC 6ES7193-6AS00-0AA0;;58,50;;SIEMENS S.P.A;;6ES7193-6AS00-0AA0
E50770608004;SIMATIC ET 200SP UNIT� DI BASE BU-SEND 6ES7193-6BN00-0NE0;;29,00;;SIEMENS S.P.A;;6ES7193-6BN00-0NE0
E50770608005;UNI.BASE BU15-P16+A10+2B 6ES7193-6BP20-0BA0 ET 200SP SIEMENS;;10,50;;SIEMENS S.P.A;;6ES7193-6BP20-0BA0
E50770608006;UNI.BASE BU15-P16+A10+2D 6ES7193-6BP20-0DA0 ET 200SP SIEMENS;;16,44;;SIEMENS S.P.A;;6ES7193-6BP20-0DA0
E50770608007;SIMATIC S7-1500, CM PTP RS232 BA 6ES7540-1AD00-0AA0 SIEMENS;;448,00;;SIEMENS S.P.A;;6ES7540-1AD00-0AA0
E50770608008;SCHEDA CP1543-1 ETHERNET 6GK7543-1AX00-0XE0;;,00;;;;
E50770608009;MODULO SERIALE CM PTP RS 422/485 HF S7-1500 SIEMENS;;1 028,00;;SIEMENS S.P.A;6ES7541-1AB00-0AB0;6ES7541-1AB00-0AB0
E50770609000;SIMATIC ET 200SP,TM POSINPUT 1 UN.6ES7138-6BA00-0BA0 SIEMENS;;161,56;;SIEMENS S.P.A;;6ES7138-6BA00-0BA0
E50770610000;SIMATIC S7-1500 MOD.4 ING.2 USC.AN. 6ES75347QE000AB0 SIEMENS;;,00;;SIEMENS S.P.A;;6ES7534-7QE00-0AB0
E50770670000;SIMATIC S7-1500, GUIDA PR.160MM 6ES7590-1AB60-0AA0 SIEMENS;;10,85;;SIEMENS S.P.A;;6ES7590-1AB60-0AA0
E50770670001;GUIDA 6ES7590-1AE80-0AA0 SIEMENS;;24,16;;SIEMENS S.P.A;;6ES7590-1AE80-0AA0
E50770670002;SIMATIC S7-1500,GUIDA PROFI.245MM 6ES7590-1AC40-0AA0 SIEMENS;;,00;;SIEMENS S.P.A;;6ES7590-1AC40-0AA0
E50770671000;*SOSTITUITO DA E50770671002 6ES7954-8LC02-0AA0 SIEMENS;;31,84;;SIEMENS S.P.A;;6ES7954-8LC02-0AA0
E50770671001;MEMORY CARD 6ES7954-8LF__-0AA0 SIEMENS;;217,07;;SIEMENS S.P.A;;6ES7954-8LF02-0AA0
E50770671002;MEMORY CARD 4MB 6ES7954-8LC03-0AA0 SIEMENS;;36,79;;SIEMENS S.P.A;;6ES7954-8LC03-0AA0
E50770673000;SIMATIC ET 200SP, UNITA' BASE BU15-P16+A0+2D SIEMENS;;18,66;;SIEMENS S.P.A;;6ES7193-6BP00-0DA0
E50770673001;SIMATIC ET 200SP, UNITA' BASE BU15-PA16+A0+2B SIEMENS;;10,58;;SIEMENS S.P.A;;6ES7193-6BP00-0BA0
E50770673002;CONNETTORI PER I/O 6ES7921-5AB20-0AA0 SIEMENS;;46,00;;SIEMENS S.P.A;;6ES7921-5AB20-0AA0
E50770673003;CONNET.FRONT.6ES7592-1BM00-0XB0,SIMATIC S7-1500 35MM SIEMENS;;28,13;;SIEMENS S.P.A;;6ES7592-1BM00-0XB0
E50770673004;CONNET.FRONT.6ES7592-1BM00-0XA0,SIMATIC S7-1500 25MM SIEMENS;;,00;;SIEMENS S.P.A;;
E50770674000;SIMATIC NET, IND.ET.TP CORD RJ45/RJ45 6XV1870-3QE50  SIEMENS;;11,62;;SIEMENS S.P.A;;6XV1870-3QE50
E50770702000;CPU 1215C 6ES7215-1AG40-0XB0 SIEMENS;;377,46;;SIEMENS S.P.A;;6ES7215-1AG40-0XB0
E50770702001;CPU 1243-1 6GK7243-1BX30-0XE0 SIEMENS;;,00;;SIEMENS S.P.A;;6GK7243-1BX30-0XE0
E50770705000;SIMATIC S7-1200 6ES7223-1BH32-0XB0 SIEMENS;;206,00;;SIEMENS S.P.A;;
E50770706000;MODULO IN ANALOGICO 6ES7231-5PA30-0XB0 SIEMENS;;,00;;SIEMENS S.P.A;;6ES7231-5PA30-0XB0
E50770710000;SIMATIC S7-1200 6ES7234-4HE32-0XB0 SIEMENS;;,00;;SIEMENS S.P.A;;
E50770803000;SIMATIC ET 200 8 DIGITAL INPUT 6ES7141-5BF00-0BA0 SIEMENS;;65,00;;SIEMENS S.P.A;;6ES7141-5BF00-0BA0
E50770805000;SIMATIC ET 200 4IN + 4OUT DIGITAL 6ES7143-5BF00-0BA0 SIEMENS;;71,00;;SIEMENS S.P.A;;6ES7143-5BF00-0BA0
E50770902000;CPU 1510SP-1 PN PER ET 200SP 6ES7510-1DJ01-0AB0 SIEMENS;;,00;;SIEMENS S.P.A;6ES7510-1DJ01-0AB0;6ES7510-1DJ01-0AB0
E50770903000;SIMATIC ET 200SP 6ES7131-6CF00-0AU0 8X 24V AC SIEMENS;;,00;;SIEMENS S.P.A;6ES7131-6CF00-0AU0;6ES7131-6CF00-0AU0
E50770904000;SIMATIC ET 200SP 6ES7132-6HD01-0BB1 RQ NO 4X 120V SIEMENS;;,00;;SIEMENS S.P.A;6ES7132-6HD01-0BB1;6ES7132-6HD01-0BB1
E50770906000;SIMATIC ET 200SP 6ES7134-6GD01-0BA1 4XI A 2/4 FILI SIEMENS;;,00;;SIEMENS S.P.A;6ES7134-6GD01-0BA1;6ES7134-6GD01-0BA1
E50770907000;SIMATIC ET 200SP 6ES7135-6GB00-0BA1 AQ 2XI STD SIEMENS;;,00;;SIEMENS S.P.A;6ES7135-6GB00-0BA1;6ES7135-6GB00-0BA1
E50770908000;SIMATIC ET 200SP,ADAT.DI BUS BA 2XRJ45, 2 PRESE RJ45 SIEMENS;;,00;;SIEMENS S.P.A;6ES7193-6AR00-0AA0;6ES7193-6AR00-0AA0
E50770973000;SIMATIC ET 200SP 6ES7193-6BP00-0DU0 BU20-P16+A0+2D SIEMENS;;,00;;SIEMENS S.P.A;6ES7193-6BP00-0DU0;6ES7193-6BP00-0DU0
E50770973001;SIMATIC ET 200SP, UNIT� DI BASE BU20-P12+A0+4B SIEMENS;;,00;;;;
E507750000;DISPLAY OP17/DP 6AV3 617-1JC20-OAX1 SIEMENS;;753,63;;;;
E50800201001;PIASTRA CHIUSURA LATO VALVOLE EX600-EU1-2 COD.01776649 SMC;;,00;;SMC ITALIA SPA;1776649;1776649
E50800201002;PIASTRA ALIMENTAZIONE EX600-ED5-2 COD.01776625 SMC;;,00;;SMC ITALIA SPA;1776625;1776625
E50800201003;PIASTRA ALIMENTAZIONE EX600-ED5 SMC;;,00;;;EX600-ED5;1693976
E50800201004;UNITA' DI INTERFACCIA SERIALE EX600-ED2 SMC;;,00;;;EX600-ED2;504518
E50800203001;MODULO INGRESSI ANALOGICI 2 INGRESSI EX600-AXA SMC;;,00;;;EX600-AXA;504531
E50800204001;SISTEMA DI TRASMISSIONE ETHERCAT EX260-SEC1 CONN. M12 SMC;;204,50;;SMC ITALIA SPA;;
E50800204002;SISTEMA DI TRASMISSIONE ETHERNET/IP EX260-SEN1 CONN. M12 SMC;;,00;;SMC ITALIA SPA;931293;931293
E50800204003;SISTEMA DI TRASMISSIONE ETHERNET/IP EX600-SEN3 CONN. M12 SMC;;,00;;SMC ITALIA SPA;1328008;1328008
E50800204004;SIST.DI TRASM.NODO ETHERCAT 512IN+512OUT PNP EX600-SEC1 SMC;;,00;;;EX600-SEC1;885795
E50800205001;INTERFACCIA 8DI PNP EX600-DXPC CONN. M8 COD.00504525 SMC;;,00;;SMC ITALIA SPA;504525;504525
E50800206001;MOD.4 INGRESSI ANALOGICI EX600-AXB-X3 CONN.M12 01675637 SMC;;,00;;SMC ITALIA SPA;1675637;1675637
E50800299001;PIASTRA DI ACCOPPIAMENTO EX600-ZMV1 SMC;;,00;;SMC ITALIA SPA;EX600-ZMV1;501099
E50800299002;UNITA' INTERFACCIA SERIALE EX600-ZMV2 SMC;;,00;;SMC ITALIA SPA;EX600-ZMV2;736094
E50800299003;SQUADRETTA PIASTRA ALIMENTAZIONE EX600-ZMA3 SMC;;,00;;SMC ITALIA SPA;EX600-ZMA3;1098500
E50800376001;CODICE LIBERO;;,00;;;;
E50800376002;CODICE LIBERO;;,00;;;;
E50800376003;CODICE LIBERO;;,00;;;;
E50800376004;CODICE LIBERO;;,00;;;;
E50800376005;CODICE LIBERO;;,00;;;;
E50800376006;CODICE LIBERO;;,00;;;;
E50800376007;CODICE LIBERO;;,00;;;;
E50800999001;SUPPORTO RINFORZO MONTAGGIO GUIDA DIN EX600-ZMB2 SMC;;,00;;SMC ITALIA SPA;504963;504963
E50830050000;DISPLAY XBT-E015010 CON MANUALE XBT-X000IT  TLMC;;644,54;;;;
E50830050001;"DISPLAY TOUCH SCREEN 5"" SCHNEIDER MAGELIS XBT-F032 110 TLMC";;1 154,80;;;;
E50830101000;SCHEDA ALIMENTATORE 110/220V SCHNEIDER 140 CPS 114 10 TLMC;;541,48;;;;
E50830102000;SCHEDA CPU SCHNEIDER 140 CPU 113 03 TLMC;;2 482,48;;;;
E50830103000;SCHEDA 32 IN SCHNEIDER 140 DDI 353 00 TLMC;;221,22;;;;
E50830104000;SCHEDA 32 OUT SCHNEIDER 140 DDO 353 00 TLMC;;326,30;;;;
E50830107000;SCHEDA 4OUT ANALOGICHE 0-10V SCHNEIDER 140 AVO 020 00 TLMC;;568,00;;;;
E50830109000;SCHEDA CONTEGGIO VELOCE SCHNEIDER 140 EHC 202 00 TLMC;;941,63;;;;
E50830170000;RACH 10SLOT PER PLC QUANTUM SCHNEIDER 140 XBP 010 00 TLMC;;299,78;;;;
E50830173000;CONNETTORI 40 POLI SCHNEIDER 140 XTS 002 00 TLMC;;21,15;;;;
E508U0474000;*ANN.SOST.DA D13500260500;ANN;1,03;;;;
E50SP0000000;PLC COMMERCIALE;;141,08;;;;
E52009504000;MINUTER.PIASTRA ISOLAN.X SAK 4  WD  2853;;,28;;;;
E52009516000;MINUTER.PIASTRA ISOLAN.X SAK 16 WD  2978;;,00;;;;
E52019504000;MINUT.VITI ISOL.FISS.PIAS.XSAK4 WD  1289;;,06;;;;
E52029500000;PROFIL.PROTEZ. WAD 5 GIALLA WD;;,14;;;;
E52029510000;MINUTER.PROFIL.PROTEZIONE  ADP2 WD4853.0;;5,41;;;;
E52039510360;MINUTER.PIASTRA DI SOSTEGNO HP2 WD4856.6;;,34;;;;
E52041N00000;PIASTRINA TERMINALE TF/PTCABUR;;,18;;;;
E52046193000;PIASTRA TERMINALE TTC-6-LCP CO.D2908729 PHOENIX;;,87;;PHOENIX CONTACT Spa;;2908729
E52049500000;PIASTRA TERM. X WDU 10500.0 KTW 2,5-10 WD;;,23;;;;
E52049500001;PIASTRA TERM. X AP DLI 2,5  WD;;,39;;;;
E52049500002;PIASTRA TERM. X AP  011796             WD;;,24;;;;
E52049502000;MINUTER.PIASTRA TERM. X SAK  2,5WD  2795;;,13;;;;
E52049504000;MINUTER.PIASTRA TERM. X SAK  4  WD  1179;;,08;;;;
E52049504001;MINUTER.PIASTRA TERM. X SAK 4 011792 WEIDMULLER;;,24;;;;
E52049510360;MINUTER.PIASTRA TERM. HP2 4856.2WD;;,20;;;;
E52049516000;MINUTER.PIASTRA TERM. X SAK 16  WD  2711;;,10;;;;
E52049521000;PIASTRA TERM. X AKZ AP1.5 COD.034056 WEIDMULLER;;,21;;;;
E52049524000;PIASTRA TERMINALE AP AKZ4 ART.294460 WEIDMULLER;;,32;;;;
E52049541000;MINUTER.PIASTRA TERM. X SAKS 1  WD  1913;;,09;;;;
E52049545000;MINUTER.PIASTRA TERM. X DK   4  WD  3592;;,22;;;;
E52049546000;MINUTER PIASTRA TERM. X WDK 2,5 WD 105910;;,52;;;;
E52049547000;MINUTER.PIASTRA TERM.DKO 824879 MOD.AP DKT4 068756 WD;;,73;;;;
E52049547360;PIASTRA TERM.AP-PA PER PORTAFUSIBILE ASK1/35 0380360000 WD;;,00;;;;
E52049551000;PIASTRA TERMINALE AEP 2C 1,5 COD.155260 WEIDMULLER;;,18;;;;
E52049552000;PIASTRA TERM.AEP2C 2,5 COD.151440 WEIDMULLER;;,18;;;;
E52049554000;PIASTRA TERM.AEP 2C 4 COD.205168 WEIDMULLER;;,20;;;;
E52049556000;PIASTRA TERM.AEP 2C 6 COD.199197 WEIDMULLER;;,22;;;;
E52049558000;PIASTRA TERM.AEP 2C 10/16 COD.249038 WEIDMULLER;;,20;;;;
E52049564000;PIASTRA TERMINALE AEP 3C 4 COD.205172 WEIDMULLER;;,00;;;;
E52049566000;PIASTRA TERMINALE AEP 3C 6 COD.199194 WEIDMULLER;;,50;;;;
E52049571000;PIASTRA TERMINALE AEP 4C 1,5 COD.155264 WEIDMULLER;;,20;;;;
E52049572000;PIASTRA TERMINALE AEP 4C 2,5 COD.152153 WEIDMULLER;;,22;;;;
E52049574000;PIASTRA TERMINALE AEP 4C 4 COD.205190 WEIDMULLER;;,30;;;;
E52049592350;PIASTRA TERMINALE AEP 2T 2,5 COD.154769 WEIDMULLER;;,30;;;;
E52059500150;MINUTER.TERM.DI FISS.EW15 038286 WD;;,34;;;;
E52059500320;MINUTER.TERM.DI FISS.EWK1 2061.6WD;;,10;;;;
E52059500330;*ANNULLATO E SOSTITUITO DA E52059500351;ANN;,00;;;;
E52059500350;MINUTER.TERM.DI FISS.WEW35/2 1016120WD;;1,43;;;;
E52059500351;MINUTER. TERMINALE DI FISSAGGIO EW35 038356 WEIDMULLER;;,61;;;;
E52059525000;MINUTER.TERM. BB1 X AKB 4       WD;;,35;;;;
E52059550350;PIASTRA TERM.DI FISSAGGIO AEB 35 SC/1 COD.199192 WEIDMULLER;;,46;;;;
E52069500000;MINUTER.SEPARAT.X PONTIC.TSCH 1 WD3191.6;;,03;;;;
E52069500001;PIASTRA TERM .SEPARATORI X WDU 10501.0 WTW 2,5 -10 WD;;,39;;;;
E52069500350;PIASTRA DI SEPARAZIONE MORSETTI UL/CSA WEIDMULLER;;1,66;;;WTW EN;1058800000
E52079500100;COLLEGAM.Q10 X DLI 2,5      WD;;1,66;;;;
E52079502020;MINUTER.COLLEGAM.Q  2 X SAK 2,5 WD  3370;;,24;;;;
E52079502021;COLLEGAM.WQV 2,5/2 10536.6 WD;;,40;;;;
E52079502022;SPINA (senza componenti)WSD 2,5 105876WD;;1,23;;;;
E52079502030;MINUTER.COLLEGAM.Q  3 X SAK 2,5 WD  3371;;,30;;;;
E52079502031;COLLEGAM.WQV 2,5/3 10537.6 WD;;,55;;;;
E52079502040;MINUTER.COLLEGAM.Q  4 X SAK 2,5 WD  3372;;,37;;;;
E52079502100;MINUTER.COLLEGAM.Q 10 X SAK 2,5 WD  3687;;1,14;;;;
E52079502101;COLLEGAM.WQV 2,5/10 10544.6 WD;;1,69;;;;
E52079504020;MINUTER.COLLEGAM.Q  2 X SAK 4   WD  3367;;,32;;;;
E52079504021;COLLEGAM.WQV 4/2 10519.6 WD;;,59;;;;
E52079504030;MINUTER.COLLEGAM.Q  3 X SAK 4   WD  3368;;,24;;;;
E52079504031;COLLEGAM.WQV 4/3 WD;;,87;;;;
E52079504040;MINUTER.COLLEGAM.Q  4 X SAK 4   WD;;,00;;;;
E52079504100;MINUTER.COLLEGAM.Q 10 X SAK 4   WD  3697;;1,39;;;;
E52079504101;COLLEGAM.WQV 4/10 WD;;2,62;;;;
E52079506020;MINUTER.COLLEGAM.Q  2 X SAK 6   WD;;,43;;;;
E52079506100;COLLEGAM.WQV 6/10 1052260000 WD;;2,77;;;;
E52079516020;MINUTER.COLLEGAM.Q  2 X SAK 16  WD;;,00;;;;
E52079516040;COLLEGAM.WQV 16N/4 1636580000 WD;;,97;;;;
E52079521100;COLLEGAMENTO Q10 X AKZ COD.036850 WEIDMULLER;;2,78;;;;
E52079524020;MINUTER.COLLEGAM.Q  2 X AKZ 4   WD  3364;;,39;;;;
E52079524030;MINUTER.COLLEGAM.Q  3 X AKZ 4   WD  3365;;,50;;;;
E52079524040;MINUTER.COLLEGAM.Q  4 X AKZ 4   WD  3366;;,59;;;;
E52079524100;MINUTER.COLLEGAM.Q 10 X AKZ 4   WD  3686;;2,08;;;;
E52079545000;MINUTER.PONTICELLI QL2 2972.0   WD;;,00;;;;
E52079581020;PONTE ZQV 1,5N/2 COD.198541 WEIDMULLER;;,19;;;;
E52079581100;PONTE ZQV 1,5N/10 COD.198558 WEIDMULLER;;1,65;;;;
E52079582020;PONTE ZQV 2,5N/2 COD.152754 WEIDMULLER;;,15;;;;
E52079582100;PONTE ZQV 2,5N/10 COD.152769 WEIDMULLER;;1,17;;;;
E52079584020;PONTE ZQV 4N/2 COD.152793 WEIDMULLER;;,16;;;;
E52079584040;PONTE ZQV 4N/4 COD.152797 WEIDMULLER;;,79;;;;
E52079584100;PONTE ZQV 4N/10    COD.152809 WEIDMULLER;;1,58;;;;
E52079586020;PONTE ZQV 6N/2      COD.198574 WEIDMULLER;;,41;;;;
E52079588020;PONTE ZQV 10N/2    COD.249725 WEIDMULLER;;,52;;;;
E52079589020;PONTE ZQV 16N/2 COD.249729 WEIDMULLER;;,43;;;;
E52079590020;PONTE ZQV 35N/2 COD.263495 WEIDMULLER;;,00;;;;
E52089500000;MINUTER.PORTACARTELLINI T 3     WD;;,04;;;;
E52099500000;MINUTER.PORTACARTELLINI T 4     WD;;,05;;;;
E52109500000;MINUTER.CARTELLINI SG10 SIGLA 0 WD;;,17;;;;
E52119500000;MINUTER.CARTELLINI SG10 SIGLA 1 WD;;,17;;;;
E52129500000;MINUTER.CARTELLINI SG10 SIGLA 2 WD;;,18;;;;
E52139500000;MINUTER.CARTELLINI SG10 SIGLA 3 WD;;,18;;;;
E52149500000;MINUTER.CARTELLINI SG10 SIGLA 4 WD;;,18;;;;
E52159500000;MINUTER.CARTELLINI SG10 SIGLA 5 WD;;,17;;;;
E52169500000;MINUTER.CARTELLINI SG10 SIGLA 6 WD;;,17;;;;
E52179500000;MINUTER.CARTELLINI SG10 SIGLA 7 WD;;,17;;;;
E52189500000;MINUTER.CARTELLINI SG10 SIGLA 8 WD;;,18;;;;
E52199500000;MINUTER.CARTELLINI SG10 SIGLA 9 WD;;,17;;;;
E52209500000;MINUTER.CARTELLINI SG10 SIGLA A WD;;,18;;;;
E52219500000;MINUTER.CARTELLINI SG10 SIGLA B WD;;,16;;;;
E52229500000;MINUTER.CARTELLINI SG10 SIGLA C WD;;,14;;;;
E52239500000;MINUTER.CARTELLINI SG10 SIGLA D WD;;,14;;;;
E52249500000;MINUTER.CARTELLINI SG10 SIGLA E WD;;,14;;;;
E52259500000;MINUTER.CARTELLINI SG10 SIGLA F WD;;,13;;;;
E52269500000;MINUTER.CARTELLINI SG10 SIGLA G WD;;,13;;;;
E52279500000;MINUTER.CARTELLINI SG10 SIGLA H WD;;,13;;;;
E52289500000;MINUTER.CARTELLINI SG10 SIGLA I WD;;,16;;;;
E52299500000;MINUTER.CARTELLINI SG10 SIGLA J WD;;,00;;;;
E52309500000;MINUTER.CARTELLINI SG10 SIGLA K WD;;,00;;;;
E52319500000;MINUTER.CARTELLINI SG10 SIGLA L WD;;,18;;;;
E52329500000;MINUTER.CARTELLINI SG10 SIGLA M WD;;,14;;;;
E52339500000;MINUTER.CARTELLINI SG10 SIGLA N WD;;,17;;;;
E52349500000;MINUTER.CARTELLINI SG10 SIGLA O WD;;,13;;;;
E52359500000;MINUTER.CARTELLINI SG10 SIGLA P WD;;,14;;;;
E52369500000;MINUTER.CARTELLINI SG10 SIGLA Q WD;;,13;;;;
E52379500000;MINUTER.CARTELLINI SG10 SIGLA R WD;;,14;;;;
E52389500000;MINUTER.CARTELLINI SG10 SIGLA S WD;;,14;;;;
E52399500000;MINUTER.CARTELLINI SG10 SIGLA T WD;;,16;;;;
E52409500000;MINUTER.CARTELLINI SG10 SIGLA U WD;;,19;;;;
E52419500000;MINUTER.CARTELLINI SG10 SIGLA V WD;;,17;;;;
E52429500000;MINUTER.CARTELLINI SG10 SIGLA W WD;;,18;;;;
E52439500000;MINUTER.CARTELLINI SG10 SIGLA X WD;;,14;;;;
E52449500000;MINUTER.CARTELLINI SG10 SIGLA Y WD;;,14;;;;
E52459500000;MINUTER.CARTELLINI SG10 SIGLA Z WD;;,14;;;;
E52509532000;MINUTER.COPERCHI X KS  2 1345.0 WD;;,14;;;;
E52509534000;MINUTER.COPERCHI X KS  4 1405.0 WD;;,14;;;;
E52509536000;MINUTER.COPERCHI X KS  6 1408.0 WD;;,20;;;;
E52509540000;MINUTER.COPERCHI X KS 10 1418.0 WD;;,12;;;;
E52519500000;MINUTER.CARTELLINI DEK          WD;;,43;;;;
E52519500001;MINUTER.CARTELLINI DECA FIX5 4733.6 SIGLA 1 WD;;,04;;;;
E52519500002;MINUTER.CARTELLINI DECA FIX5 4733.6 SIGLA 2 WD;;,04;;;;
E52519500003;MINUTER.CARTELLINI DECA FIX5 4733.6 SIGLA 3 WD;;,04;;;;
E52529500320;MINUTER.ATT.FIXO-CAP M3-M5NERI/VERDI  WD;;,08;;;;
E52529500321;MINUTER.ATT.FIXO-CAP M4-M6BIANCHI     WD;;,31;;;;
E52539500000;MINUTER.PORTACARTELLINI WT 4    WD;;,08;;;;
